x,y,z,w
9.85595651186205,9.214147196502088,9.443936327314832,132.2546654049073
2.0725891543229746,9.521102022137871,5.766360020043678,92.23715083238802
8.464013974955785,8.30788601738746,5.871497886957924,109.62575168240912
6.852851448605027,8.53654586176907,4.869242368191365,101.7749539313777
2.835841610490478,3.3581294531998696,1.1344564770569288,38.25364204553179
9.454712523656905,2.84087798612818,0.22519384848454616,58.380577542978514
3.365296386071821,5.860231903620839,8.426405860420775,79.76202645089548
5.631532931516176,0.7050110830894951,7.999626344717247,51.46008834184291
8.05998204727058,7.2696797148335435,5.741102832647479,100.35099469085957
2.9802084368640145,5.603169757421513,3.562717252114812,61.83117380575109
8.824421565672324,4.990877160109198,2.10850805602258,76.55935055152142
7.770889576858896,0.8826610863873596,1.9636265954742116,43.15306569856974
1.744395365944299,1.9398617616227831,4.772746403054011,34.874853004298714
1.281278512017413,5.510290682916031,9.11032168964103,71.02811389740496
3.4834593392211777,1.1413601936277673,0.9402791149323775,24.744196057076216
8.433725165732849,7.452257649025096,1.6195680652534739,90.75940840186749
5.326363609659893,2.991991965540406,8.676440480917343,68.27871964017444
1.612391540095638,9.02993988837363,5.741772643673389,86.88446331001812
4.317942807023448,2.017630749986945,7.280434250232375,53.236489228699526
9.090799080140288,4.119452972485123,3.7507649234419937,76.45166189828299
5.543700936265506,7.956493984698034,9.857329527820081,107.4422502214085
9.100689679311586,1.8108499587844196,8.738792651490158,75.29508638320775
3.0177187485481394,6.206900136892674,7.4123927962683425,77.75635434124631
9.870153533951578,1.0684557901219127,0.8324785954326386,49.45724045295761
1.7046081889140285,5.869297014667572,2.199915953614279,54.50325971917195
8.179606448200623,2.7627019545141707,7.215106556219349,73.70265914305973
2.9594598304583233,8.54480016881745,8.582487267169872,97.39890230506506
8.837100828362717,1.8803947194246329,7.345675727233968,70.54819353112521
4.167461828792173,9.220144723611103,6.28216826258515,100.05736516820187
1.716364328048151,9.323022017869189,4.739889592898371,86.34628021597203
9.41691300028118,5.044502482216222,8.429122068103771,98.2665355809496
7.522659213027034,4.201518720038982,2.438612213554764,66.8171045330453
9.557975265622424,1.8896501291509216,6.664164116508337,71.45194431607115
1.7088477175504446,6.077993262132684,6.658571417442314,69.3570579574575
9.49363106744675,4.672981516179071,3.961464724010848,82.56978905507303
6.108328743962659,7.7069118784165145,7.799244540823864,101.77943174723784
1.1947088298539132,5.38812978934048,3.8124161318597585,53.93299224037829
3.817100493018505,9.589443088498575,7.087490014530854,103.6569736351566
1.7587410512816315,6.75948472257777,4.863626617822372,68.94223711663804
2.20760308325484,9.023392624599966,4.726109709155644,86.17248983268604
8.386585677594784,6.496755713532279,3.3597515777487175,89.10288743835125
3.489526771457424,2.967880247902819,2.0534392734812745,40.893586641593245
6.226740974227331,2.2500702536094397,5.8702518403528705,58.26821119323401
1.9468217251877684,1.1591410697905091,1.033926650036101,19.00305433939294
4.858007147876968,8.354157840377962,1.8586349979110417,83.48703846788672
1.8030920970427422,2.1773276947315168,2.9263106580575773,31.232594225464318
3.5688759846033467,9.046899674328255,7.190463328848125,99.17519164525555
9.324394255989038,5.450082705422582,4.751836400402353,89.70366516312129
1.4153554955143355,9.183075998771617,6.591426624177302,89.71723384599058
3.54397988168175,7.247077561780828,3.86543408586715,76.50176471679424
1.6080440402131857,2.5938911225072436,2.7971034073759338,32.980724240531245
8.400590090261286,4.038892148385561,8.745750230661184,88.11185609172762
2.322319572602142,0.3676669103113739,9.776023761956587,41.19101794845795
4.680296064184148,7.551279856088106,3.802477805939156,82.98757666717081
9.38658450159702,1.2055445578401247,7.812988137803241,69.42411432467867
0.5897913473604977,7.080059267638434,8.53744869686885,77.53192635351758
0.9746955304248806,7.028258791074331,7.563180277198035,75.78613449081394
9.502041650646582,5.922029138527233,4.553947611072199,93.12421340549355
1.7846887875341055,0.9496746789966026,6.038080735785262,31.900720110468427
3.8947658923266903,4.4739277993535,1.7017214411801118,52.00172248832159
2.8684374753944173,7.004434997915826,2.502196627091836,68.01138476826397
7.865152119237948,3.1413404496008237,1.0813489153932498,56.6940383703373
5.03680705697636,8.174557518585548,4.052021325971111,89.52519483591762
2.7216055245816917,4.325711425426132,0.33918912486358366,42.183969450900435
9.552476744407903,1.1966585684984232,4.430677280722261,59.87854879928736
3.181780984719752,0.7863324262384452,9.00261276219976,45.2392892091474
4.750236991452205,2.143200342563074,6.452922545736444,53.362118000959676
9.064022910734066,8.624363629955923,3.4422826660530936,106.95348505078701
8.994363735035252,4.900772396986401,9.552157984376084,98.93933567217408
0.7096949309833123,4.653573372824158,4.077440193721987,47.64611391486832
